Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa),Wind Chill
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 04:00,2024,2,10,04:00,-1.3,-1.7,97.0,,21.0,4.0,100.86,-3.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 05:00,2024,2,10,05:00,-1.8,-2.6,94.0,,21.0,5.0,100.84,-4.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 06:00,2024,2,10,06:00,-1.7,-2.0,98.0,,22.0,4.0,100.82,-3.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 07:00,2024,2,10,07:00,-2.2,-2.3,99.0,,18.0,3.0,100.78,-3.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 08:00,2024,2,10,08:00,-1.1,-1.3,99.0,,20.0,7.0,100.77,-4.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 09:00,2024,2,10,09:00,0.4,-0.5,94.0,,22.0,9.0,100.75,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 10:00,2024,2,10,10:00,1.3,-0.2,89.0,0.0,22.0,9.0,100.73,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 11:00,2024,2,10,11:00,2.7,0.1,83.0,0.2,19.0,4.0,100.65,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 12:00,2024,2,10,12:00,4.2,-0.1,73.0,0.8,21.0,8.0,100.54,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 13:00,2024,2,10,13:00,4.6,-1.0,67.0,0.8,23.0,8.0,100.45,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 14:00,2024,2,10,14:00,6.9,0.8,65.0,0.8,20.0,7.0,100.31,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 15:00,2024,2,10,15:00,5.9,1.5,73.0,0.6,20.0,10.0,100.29,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 16:00,2024,2,10,16:00,4.8,1.8,81.0,0.0,21.0,8.0,100.21,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 17:00,2024,2,10,17:00,3.7,2.6,92.0,0.0,19.0,4.0,100.19,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 18:00,2024,2,10,18:00,3.2,3.2,100.0,0.0,16.0,5.0,100.13,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 19:00,2024,2,10,19:00,3.1,3.1,100.0,0.0,,0.0,100.04,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 20:00,2024,2,10,20:00,3.0,3.0,100.0,0.0,14.0,5.0,99.92,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 21:00,2024,2,10,21:00,2.6,2.6,100.0,0.0,12.0,5.0,99.89,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 22:00,2024,2,10,22:00,2.7,2.7,100.0,0.0,,0.0,99.86,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-10 23:00,2024,2,10,23:00,1.9,1.9,100.0,0.0,,0.0,99.77,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 00:00,2024,2,11,00:00,1.5,1.5,100.0,0.2,,0.0,99.73,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 01:00,2024,2,11,01:00,0.9,0.9,100.0,0.2,23.0,3.0,99.65,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 02:00,2024,2,11,02:00,0.4,0.4,100.0,,26.0,3.0,99.62,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 03:00,2024,2,11,03:00,-0.1,-0.1,100.0,,33.0,5.0,99.59,-2.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 04:00,2024,2,11,04:00,-0.1,-0.1,100.0,,31.0,5.0,99.57,-2.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 05:00,2024,2,11,05:00,0.2,0.2,100.0,,31.0,4.0,99.58,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 06:00,2024,2,11,06:00,1.0,1.0,100.0,0.0,33.0,5.0,99.57,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 07:00,2024,2,11,07:00,0.8,0.8,100.0,0.0,35.0,3.0,99.57,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 08:00,2024,2,11,08:00,1.4,1.4,100.0,0.0,,0.0,99.62,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 09:00,2024,2,11,09:00,1.8,1.8,100.0,0.0,31.0,4.0,99.65,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 10:00,2024,2,11,10:00,2.4,2.4,100.0,0.0,36.0,4.0,99.68,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 11:00,2024,2,11,11:00,3.6,2.7,94.0,0.0,35.0,6.0,99.7,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 12:00,2024,2,11,12:00,4.6,2.0,83.0,0.0,36.0,6.0,99.69,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 13:00,2024,2,11,13:00,5.7,2.0,77.0,0.0,35.0,8.0,99.65,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 14:00,2024,2,11,14:00,6.5,1.5,70.0,0.0,36.0,5.0,99.63,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 15:00,2024,2,11,15:00,7.3,1.7,67.0,0.0,,0.0,99.64,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 16:00,2024,2,11,16:00,7.5,1.6,66.0,0.0,27.0,5.0,99.65,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 17:00,2024,2,11,17:00,7.9,0.7,60.0,0.0,32.0,7.0,99.7,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 18:00,2024,2,11,18:00,5.8,0.4,68.0,0.0,34.0,6.0,99.75,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 19:00,2024,2,11,19:00,5.0,0.1,70.0,0.0,29.0,3.0,99.84,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 20:00,2024,2,11,20:00,5.0,0.1,70.0,0.0,29.0,4.0,99.85,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 21:00,2024,2,11,21:00,4.7,0.0,71.0,0.0,27.0,10.0,99.86,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 22:00,2024,2,11,22:00,3.9,-0.1,75.0,0.0,28.0,8.0,99.9,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-11 23:00,2024,2,11,23:00,3.3,-0.1,78.0,0.0,28.0,6.0,99.92,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 00:00,2024,2,12,00:00,2.7,-0.3,80.0,0.0,26.0,4.0,99.94,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 01:00,2024,2,12,01:00,2.5,-0.4,81.0,0.0,,0.0,99.92,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 02:00,2024,2,12,02:00,2.5,-0.5,81.0,0.0,24.0,7.0,99.93,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 03:00,2024,2,12,03:00,2.3,-0.3,83.0,0.0,27.0,6.0,99.98,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 04:00,2024,2,12,04:00,2.1,-0.6,82.0,0.0,,0.0,99.98,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 05:00,2024,2,12,05:00,2.0,-0.9,81.0,0.0,30.0,7.0,99.99,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 06:00,2024,2,12,06:00,1.8,-1.0,81.0,0.0,29.0,5.0,99.99,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 07:00,2024,2,12,07:00,1.5,-1.2,82.0,0.0,28.0,8.0,100.06,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 08:00,2024,2,12,08:00,1.5,-1.2,83.0,0.0,28.0,4.0,100.14,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 09:00,2024,2,12,09:00,2.7,-0.9,77.0,0.0,29.0,8.0,100.17,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 10:00,2024,2,12,10:00,4.3,-0.7,70.0,0.0,30.0,6.0,100.15,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 11:00,2024,2,12,11:00,5.0,-0.8,66.0,0.0,34.0,7.0,100.14,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 12:00,2024,2,12,12:00,6.3,-1.3,58.0,0.0,32.0,5.0,100.09,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 13:00,2024,2,12,13:00,7.2,-1.4,54.0,0.0,29.0,7.0,100.03,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 14:00,2024,2,12,14:00,7.2,-2.7,49.0,0.0,28.0,13.0,100.06,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 15:00,2024,2,12,15:00,6.3,-2.9,52.0,0.0,31.0,11.0,100.04,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 16:00,2024,2,12,16:00,6.2,-2.9,52.0,0.0,32.0,9.0,100.06,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 17:00,2024,2,12,17:00,5.5,-3.0,54.0,0.0,28.0,6.0,100.09,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 18:00,2024,2,12,18:00,3.9,-2.8,62.0,0.0,32.0,3.0,100.12,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 19:00,2024,2,12,19:00,2.8,-2.9,66.0,0.0,33.0,6.0,100.21,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 20:00,2024,2,12,20:00,1.7,-3.3,70.0,0.0,34.0,4.0,100.21,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 21:00,2024,2,12,21:00,0.7,-3.5,73.0,0.0,33.0,5.0,100.26,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 22:00,2024,2,12,22:00,-0.3,-3.8,77.0,,,0.0,100.27,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-12 23:00,2024,2,12,23:00,-0.1,-3.2,80.0,,34.0,5.0,100.29,-2.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 00:00,2024,2,13,00:00,0.1,-3.2,78.0,,,0.0,100.22,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 01:00,2024,2,13,01:00,0.4,-2.8,79.0,,,0.0,100.27,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 02:00,2024,2,13,02:00,-0.1,-3.2,80.0,,,0.0,100.21,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 03:00,2024,2,13,03:00,-1.1,-3.8,82.0,,,0.0,100.13,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 04:00,2024,2,13,04:00,-1.0,-3.6,83.0,,,0.0,100.1,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 05:00,2024,2,13,05:00,-0.9,-4.4,77.0,,,0.0,100.07,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 06:00,2024,2,13,06:00,-1.6,-5.0,78.0,,,0.0,100.07,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 07:00,2024,2,13,07:00,-1.9,-4.5,83.0,,,0.0,100.04,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 08:00,2024,2,13,08:00,-0.9,-2.6,89.0,,,0.0,100.02,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 09:00,2024,2,13,09:00,-0.1,-2.7,83.0,,32.0,4.0,99.91,-1.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 10:00,2024,2,13,10:00,0.6,-3.8,72.0,0.0,32.0,7.0,99.92,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 11:00,2024,2,13,11:00,1.6,-3.8,67.0,0.0,31.0,6.0,99.88,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 12:00,2024,2,13,12:00,2.5,-4.2,61.0,0.0,2.0,4.0,99.65,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 13:00,2024,2,13,13:00,2.7,-4.2,61.0,0.0,1.0,5.0,99.5,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 14:00,2024,2,13,14:00,3.0,-4.2,59.0,0.0,3.0,4.0,99.34,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 15:00,2024,2,13,15:00,2.3,-5.0,58.0,0.0,4.0,4.0,99.25,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 16:00,2024,2,13,16:00,1.6,-5.8,58.0,0.0,3.0,3.0,99.16,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 17:00,2024,2,13,17:00,-0.8,-3.2,84.0,,3.0,6.0,98.89,-3.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 18:00,2024,2,13,18:00,,,,,,,,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 19:00,2024,2,13,19:00,-3.2,-3.2,100.0,,3.0,8.0,98.61,-6.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 20:00,2024,2,13,20:00,-3.8,-3.8,100.0,,3.0,7.0,98.46,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 21:00,2024,2,13,21:00,-4.2,-4.3,99.0,,3.0,9.0,98.46,-8.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 22:00,2024,2,13,22:00,-5.3,-5.7,97.0,,1.0,10.0,98.34,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-13 23:00,2024,2,13,23:00,-5.4,-5.8,97.0,,36.0,11.0,98.28,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 00:00,2024,2,14,00:00,-5.2,-5.5,98.0,,36.0,16.0,98.23,-11.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 01:00,2024,2,14,01:00,-4.8,-5.0,98.0,,34.0,19.0,98.15,-11.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 02:00,2024,2,14,02:00,-4.8,-5.4,95.0,,34.0,26.0,98.18,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 03:00,2024,2,14,03:00,-4.7,-6.1,90.0,,34.0,26.0,98.25,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 04:00,2024,2,14,04:00,-4.4,-6.5,85.0,,34.0,26.0,98.37,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 05:00,2024,2,14,05:00,-4.4,-7.4,79.0,,33.0,24.0,98.47,-11.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 06:00,2024,2,14,06:00,-5.4,-9.1,75.0,,32.0,21.0,98.61,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 07:00,2024,2,14,07:00,-6.4,-9.9,76.0,,31.0,15.0,98.72,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 08:00,2024,2,14,08:00,-6.3,-9.9,76.0,,32.0,17.0,98.81,-13.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 09:00,2024,2,14,09:00,-6.2,-10.3,73.0,,31.0,16.0,98.87,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 10:00,2024,2,14,10:00,-6.2,-11.8,64.0,,30.0,23.0,98.9,-14.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 11:00,2024,2,14,11:00,-5.6,-11.5,63.0,,31.0,16.0,98.96,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 12:00,2024,2,14,12:00,-4.4,-10.4,63.0,,31.0,15.0,98.92,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 13:00,2024,2,14,13:00,-2.8,-10.2,57.0,,30.0,16.0,98.81,-8.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 14:00,2024,2,14,14:00,-2.3,-10.7,52.0,,28.0,16.0,98.74,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 15:00,2024,2,14,15:00,-3.7,-11.7,54.0,,30.0,19.0,98.77,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 16:00,2024,2,14,16:00,-5.3,-12.2,58.0,,29.0,18.0,98.83,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 17:00,2024,2,14,17:00,-6.0,-11.6,65.0,,30.0,17.0,98.86,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 18:00,2024,2,14,18:00,-6.5,-12.9,61.0,,30.0,16.0,98.91,-13.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 19:00,2024,2,14,19:00,-6.9,-13.1,61.0,,29.0,14.0,98.94,-13.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 20:00,2024,2,14,20:00,-6.9,-13.6,59.0,,30.0,16.0,98.95,-13.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 21:00,2024,2,14,21:00,-7.1,-13.1,62.0,,31.0,15.0,98.98,-13.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 22:00,2024,2,14,22:00,-7.5,-12.0,70.0,,31.0,15.0,98.95,-14.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-14 23:00,2024,2,14,23:00,-7.7,-11.6,74.0,,31.0,14.0,98.91,-14.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 00:00,2024,2,15,00:00,-7.6,-10.7,79.0,,30.0,15.0,98.89,-14.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 01:00,2024,2,15,01:00,-7.0,-10.1,79.0,,31.0,16.0,98.9,-13.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 02:00,2024,2,15,02:00,-6.2,-8.9,81.0,,31.0,14.0,98.93,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 03:00,2024,2,15,03:00,-5.7,-8.2,82.0,,30.0,17.0,98.97,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 04:00,2024,2,15,04:00,-5.1,-7.7,82.0,,31.0,14.0,99.03,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 05:00,2024,2,15,05:00,-4.8,-7.2,84.0,,32.0,15.0,99.12,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 06:00,2024,2,15,06:00,-4.6,-7.2,82.0,,32.0,16.0,99.22,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 07:00,2024,2,15,07:00,-4.6,-7.3,82.0,,32.0,20.0,99.31,-11.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 08:00,2024,2,15,08:00,-4.3,-7.2,80.0,,32.0,15.0,99.41,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 09:00,2024,2,15,09:00,-3.8,-7.0,78.0,,32.0,18.0,99.48,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 10:00,2024,2,15,10:00,-3.0,-7.3,73.0,,32.0,19.0,99.54,-9.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 11:00,2024,2,15,11:00,-2.5,-7.6,68.0,,33.0,21.0,99.59,-9.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 12:00,2024,2,15,12:00,-1.9,-7.4,66.0,,33.0,24.0,99.59,-8.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 13:00,2024,2,15,13:00,-0.8,-7.2,62.0,,33.0,18.0,99.59,-6.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 14:00,2024,2,15,14:00,-0.4,-7.4,59.0,,33.0,20.0,99.55,-6.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 15:00,2024,2,15,15:00,0.5,-6.9,57.0,0.0,32.0,19.0,99.59,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 16:00,2024,2,15,16:00,0.3,-8.0,54.0,,32.0,19.0,99.66,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 17:00,2024,2,15,17:00,-0.1,-8.1,55.0,,31.0,18.0,99.73,-5.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 18:00,2024,2,15,18:00,-1.4,-8.6,58.0,,30.0,11.0,99.78,-5.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 19:00,2024,2,15,19:00,-2.5,-8.8,62.0,,28.0,11.0,99.82,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 20:00,2024,2,15,20:00,-3.1,-9.1,63.0,,28.0,12.0,99.81,-8.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 21:00,2024,2,15,21:00,-3.2,-10.0,59.0,,29.0,13.0,99.8,-8.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 22:00,2024,2,15,22:00,-3.8,-10.6,60.0,,30.0,11.0,99.8,-8.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-15 23:00,2024,2,15,23:00,-4.5,-11.0,60.0,,29.0,8.0,99.79,-8.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 00:00,2024,2,16,00:00,-5.3,-11.6,61.0,,29.0,7.0,99.78,-9.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 01:00,2024,2,16,01:00,-5.6,-11.8,62.0,,32.0,6.0,99.75,-8.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 02:00,2024,2,16,02:00,-6.5,-12.3,63.0,,30.0,4.0,99.72,-8.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 03:00,2024,2,16,03:00,-7.3,-12.7,65.0,,27.0,5.0,99.71,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 04:00,2024,2,16,04:00,-7.7,-13.1,65.0,,26.0,6.0,99.69,-11.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 05:00,2024,2,16,05:00,-8.4,-13.2,68.0,,25.0,3.0,99.65,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 06:00,2024,2,16,06:00,-8.1,-12.9,68.0,,,0.0,99.55,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 07:00,2024,2,16,07:00,-8.1,-12.4,71.0,,,0.0,99.44,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 08:00,2024,2,16,08:00,-7.0,-12.0,67.0,,,0.0,99.39,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 09:00,2024,2,16,09:00,-6.3,-10.6,72.0,,,0.0,99.32,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 10:00,2024,2,16,10:00,-5.6,-10.2,70.0,,,0.0,99.24,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 11:00,2024,2,16,11:00,-5.2,-9.9,70.0,,35.0,3.0,99.14,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 12:00,2024,2,16,12:00,-4.8,-7.5,82.0,,,0.0,99.02,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 13:00,2024,2,16,13:00,-3.3,-8.7,66.0,,36.0,6.0,98.88,-6.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 14:00,2024,2,16,14:00,-1.2,-9.4,54.0,,36.0,7.0,98.84,-4.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 15:00,2024,2,16,15:00,-1.0,-11.0,46.0,,33.0,12.0,98.85,-5.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 16:00,2024,2,16,16:00,-1.8,-14.8,36.0,,34.0,13.0,98.91,-6.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 17:00,2024,2,16,17:00,-2.5,-14.0,41.0,,33.0,13.0,98.99,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 18:00,2024,2,16,18:00,-3.1,-12.5,48.0,,30.0,11.0,99.1,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 19:00,2024,2,16,19:00,-3.6,-12.4,50.0,,30.0,7.0,99.22,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 20:00,2024,2,16,20:00,-3.7,-11.9,53.0,,32.0,8.0,99.3,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 21:00,2024,2,16,21:00,-4.2,-11.8,55.0,,34.0,7.0,99.38,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 22:00,2024,2,16,22:00,-5.2,-12.2,58.0,,30.0,5.0,99.47,-7.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-16 23:00,2024,2,16,23:00,-5.2,-12.3,57.0,,31.0,8.0,99.52,-9.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-17 00:00,2024,2,17,00:00,-6.6,-12.4,63.0,,28.0,7.0,99.56,-10.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-17 01:00,2024,2,17,01:00,-7.0,-12.8,64.0,,28.0,9.0,99.65,-11.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-17 02:00,2024,2,17,02:00,-7.2,-13.0,63.0,,28.0,10.0,99.68,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-17 03:00,2024,2,17,03:00,-7.7,-13.6,62.0,,28.0,11.0,99.75,-13.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-17 04:00,2024,2,17,04:00,-8.2,-14.1,63.0,,28.0,8.0,99.75,-12.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-17 05:00,2024,2,17,05:00,-8.9,-14.3,65.0,,24.0,8.0,99.83,-13.0
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-02-17 06:00,2024,2,17,06:00,-8.4,-14.0,64.0,,26.0,12.0,99.92,-14.0
